06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.peekType(KXmlParser.java:979)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:346)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:310)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.parsePackets(PacketReader.java:321)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.access$1(PacketReader.java:216)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader$1.run(PacketReader.java:70)
06-25 08:56:28.812   280 17423 I qtaguid : Failed write_ctrl(u 70) res=-1 errno=22
06-25 08:56:28.812   280 17423 I qtaguid : Untagging socket 70 failed errno=-22
06-25 08:56:28.812   280 17423 W NetworkManagementSocketTagger: untagSocket(70) failed with errno -22
06-25 09:01:23.355 16251 17565 W System.err: 	at org.jivesoftware.smack.PacketReader$1.run(PacketReader.java:70)
06-25 09:01:23.593  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 09:01:23.593  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.593  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8b19 len=8
06-25 09:01:23.593  1207  1207 D wpa_supplicant: Received 2353 bytes of scan results (11 BSSes)
06-25 09:01:23.593  1207  1207 D wpa_supplicant: wlan0: Request association: reassociate: 0  selected: 00:86:11:15:d0:e1  bssid: 00:00:00:00:00:00  pending: 00:00:00:00:00:00  wpa_state: SCANNING
06-25 09:01:23.593  1207  1207 I wpa_supplicant: wlan0: Trying to associate with 00:86:11:15:d0:e1 (SSID='konoha' freq=2437 MHz)
06-25 09:01:23.593  1207  1207 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->0 (DORMANT)
06-25 09:01:23.593  1207  1207 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=5
06-25 09:01:23.593  1207  1207 D wpa_supplicant: wpa_driver_wext_associate
06-25 09:01:23.593  1207  1207 D wpa_supplicant: wpa_driver_wext_set_drop_unencrypted
06-25 09:01:23.605  1207  1207 D wpa_supplicant: wpa_driver_wext_set_psk
06-25 09:01:23.714  1207  1207 D wpa_supplicant: EAP: deinitialize previously used EAP method (25, PEAP) at invalidate
06-25 09:01:23.726  1207  1207 D wpa_supplicant: EAPOL: External notification - EAP success=0
06-25 09:01:23.726  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-25 09:01:23.726  1207  1207 D wpa_supplicant: EAPOL: External notification - EAP fail=0
06-25 09:01:23.726  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-25 09:01:23.726  1207  1207 D wpa_supplicant: EAPOL: External notification - portControl=Auto
06-25 09:01:23.726  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RSN: Ignored PMKID candidate without preauth flag
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.726  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8b06 len=8
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.726  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8b04 len=12
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 09:01:23.726  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.726  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8b1a len=14
06-25 09:01:23.754  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=0 ifi_flags=0x11003 ([UP][LOWER_UP])
06-25 09:01:23.754  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.754  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8b15 len=20
06-25 09:01:23.754  1207  1207 D wpa_supplicant: Wireless event: new AP: 00:86:11:15:d0:e1
06-25 09:01:23.754  1207  1207 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->0 (DORMANT)
06-25 09:01:23.754  1207  1207 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=5
06-25 09:01:23.757  1207  1207 I wpa_supplicant: wlan0: Associated with 00:86:11:15:d0:e1
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: External notification - portEnabled=0
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: External notification - portValid=0
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: External notification - EAP success=0
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Unauthorized
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: External notification - portEnabled=1
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: SUPP_PAE entering state CONNECTING
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state IDLE
06-25 09:01:23.757  1207  1207 I wpa_supplicant: wlan0: CTRL-EVENT-EAP-SUCCESS EAP authentication completed successfully (based on lower layer success)
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: SUPP_PAE entering state AUTHENTICATING
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state SUCCESS
06-25 09:01:23.757  1207  1207 D wpa_supplicant: EAPOL: SUPP_BE entering state IDLE
06-25 09:01:23.761  1207  1207 D wpa_supplicant: WPA: PTK derivation - A1=78:d6:f0:71:a5:f6 A2=00:86:11:15:d0:e1
06-25 09:01:23.855  1207  1207 D wpa_supplicant: wpa_driver_wext_set_key: alg=3 key_idx=0 set_tx=1 seq_len=6 key_len=16
06-25 09:01:23.855  1207  1207 D wpa_supplicant: EAPOL: External notification - portValid=1
06-25 09:01:23.855  1207  1207 D wpa_supplicant: EAPOL: SUPP_PAE entering state AUTHENTICATED
06-25 09:01:23.855  1207  1207 D wpa_supplicant: EAPOL: Supplicant port status: Authorized
06-25 09:01:23.855  1207  1207 D wpa_supplicant: EAPOL authentication completed successfully
06-25 09:01:23.855  1207  1207 D wpa_supplicant: wpa_driver_wext_set_key: alg=3 key_idx=1 set_tx=0 seq_len=6 key_len=16
06-25 09:01:23.863  1207  1207 I wpa_supplicant: wlan0: WPA: Key negotiation completed with 00:86:11:15:d0:e1 [PTK=CCMP GTK=CCMP]
06-25 09:01:23.863  1207  1207 I wpa_supplicant: wlan0: CTRL-EVENT-CONNECTED - Connection to 00:86:11:15:d0:e1 completed (reauth) [id=1 id_str=]
06-25 09:01:23.863  1207  1207 D wpa_supplicant: wpa_driver_wext_set_operstate: operstate 0->1 (UP)
06-25 09:01:23.863  1207  1207 D wpa_supplicant: netlink: Operstate: linkmode=-1, operstate=6
06-25 09:01:23.875  1207  1207 D wpa_supplicant: EAPOL: External notification - portValid=1
06-25 09:01:23.875  1207  1207 D wpa_supplicant: EAPOL: External notification - EAP success=1
06-25 09:01:23.875  1207  1207 D wpa_supplicant: EAP: EAP entering state DISABLED
06-25 09:01:23.875  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:01:23.875  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.890  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:01:23.890  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.890  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c03 len=20
06-25 09:01:23.890  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:01:23.890  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:23.890  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c02 len=26
06-25 09:01:23.906  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd BTCOEXMODE 1 len = 4096
06-25 09:01:24.046  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 09:01:24.046  1207  1207 D wpa_supplicant: EAPOL: startWhen --> 0
06-25 09:01:24.046  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd GETPOWER len = 4096
06-25 09:01:24.050  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd powermode = 0 len = 13, 13
06-25 09:01:24.050  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 1 len = 4096
06-25 09:01:24.062  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 09:01:25.046  1207  1207 D wpa_supplicant: EAPOL: idleWhile --> 0
06-25 09:01:25.046  1207  1207 D wpa_supplicant: EAPOL: disable timer tick
06-25 09:01:26.097   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 09:01:26.257   142   144 D dalvikvm: GC_CONCURRENT freed 943K, 21% free 16406K/20679K, paused 8ms+7ms
06-25 09:01:26.289 16596 16596 I MediaUploader: No need to wake up
06-25 09:01:26.289  1795  1795 I PhoneLab-WiFiReceiver: Wi-Fi is disconnected!
06-25 09:01:26.316 16368 16639 D PicasaSyncManager: active network: null
06-25 09:01:26.316 16368 16639 D PicasaSyncManager: background data: true
06-25 09:01:26.398 16097 16389 D dalvikvm: GC_EXPLICIT freed 307K, 6% free 9298K/9863K, paused 1ms+3ms
06-25 09:01:29.238  1207  1207 D wpa_supplicant: Ignore event for foreign ifindex 2
06-25 09:01:29.285   142   198 D ConnectivityService: ConnectivityChange for mobile: CONNECTED/CONNECTED
06-25 09:01:29.332   142   193 W NetworkStats: dropping UID delta from unknown iface: iface=wlan0 uid=0 set=DEFAULT tag=0x0 rxBytes=0 rxPackets=0 txBytes=272 txPackets=4 operations=0
06-25 09:01:29.363   142   194 D NetworkPolicy: applying policy NetworkPolicy[NetworkTemplate: matchRule=MOBILE_ALL, subscriberId=valid]: cycleDay=20, warningBytes=2147483648, limitBytes=-1, lastSnooze=-1 to ifaces [rmnet0]
06-25 09:01:29.679  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-25 09:01:29.691  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 09:01:29.695  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd BTCOEXMODE 2 len = 4096
06-25 09:01:29.695  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 09:01:29.714   142   198 D ConnectivityService: ConnectivityChange for WIFI: CONNECTED/CONNECTED
06-25 09:01:29.718   142   198 D ConnectivityService: Policy requires mobile teardown
06-25 09:01:29.742  1795  1795 I PhoneLab-WiFiReceiver: Wi-Fi is connected!
06-25 09:01:29.742  1795  1795 I PhoneLab-WiFiReceiver: SSID: konoha BSSID: 00:86:11:15:d0:e1 RSSI: -200 LinkSpeed: -1
06-25 09:01:29.742  1795  1795 I PhoneLab-Locks: wake lock acquired
06-25 09:01:29.750  1795  1795 I PhoneLab-UploadLogs: Transfering log files now
06-25 09:01:29.750  1795  1795 I PhoneLab-UploadLogs: No log files to transfer
06-25 09:01:29.750  1795  1795 I PhoneLab-Locks: wake lock released
06-25 09:01:29.754  1795  1795 I PhoneLab-UploadLogs: OnStartCommand
06-25 09:01:29.789   142   198 D ConnectivityService: ConnectivityChange for mobile: DISCONNECTED/DISCONNECTED
06-25 09:01:29.796   142   193 W NetworkStats: dropping UID delta from unknown iface: iface=wlan0 uid=0 set=DEFAULT tag=0x0 rxBytes=0 rxPackets=0 txBytes=56 txPackets=1 operations=0
06-25 09:01:29.800   142   198 D ConnectivityService: Attempting to switch to WIFI
06-25 09:01:29.800   142   198 D ConnectivityService: Attempting to switch to WIMAX
06-25 09:01:29.800   142   198 D ConnectivityService: Attempting to switch to BLUETOOTH_TETHER
06-25 09:01:29.804   142   198 D NetUtils: android_net_utils_resetConnections in env=0x5bb278 clazz=0x73c00001 iface=rmnet0 mask=0x3
06-25 09:01:29.804   142   198 D ConnectivityService: resetConnections(rmnet0, 3)
06-25 09:01:30.136  1207  1207 D wpa_supplicant: Ignore event for foreign ifindex 2
06-25 09:01:30.285   142   198 D ConnectivityService: NetTransition Wakelock for WifiStateMachine released by timeout
06-25 09:01:31.621   280   280 I GTalkService/c: [AndroidEndpoint@1094506296] connect: acct=1000000, state=CONNECTING
06-25 09:01:31.632   280   280 I GTalkService/c: [GTalkConnection@1093828680] connect: acct=1, state=CONNECTING
06-25 09:01:32.347   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 09:01:32.511   142 30604 D dalvikvm: GC_EXPLICIT freed 1297K, 21% free 16405K/20679K, paused 8ms+10ms
06-25 09:01:32.523 16596 16596 I MediaUploader: No need to wake up
06-25 09:01:32.593 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 09:01:32.597 16368 16639 D PicasaSyncManager: background data: true
06-25 09:01:32.648   280   282 D dalvikvm: GC_CONCURRENT freed 483K, 7% free 11133K/11911K, paused 2ms+4ms
06-25 09:01:32.796   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 09:01:32.824   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 09:01:32.836   142   202 D Tethering: MasterInitialState.processMessage what=3
06-25 09:01:32.867 16596 16596 I MediaUploader: No need to wake up
06-25 09:01:32.879   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=0
06-25 09:01:32.964 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 09:01:32.968 16596 16596 I MediaUploader: No need to wake up
06-25 09:01:33.019 16368 16639 D PicasaSyncManager: background data: true
06-25 09:01:33.023 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 09:01:33.023 16251 16253 D dalvikvm: GC_CONCURRENT freed 595K, 7% free 10753K/11527K, paused 2ms+7ms
06-25 09:01:33.023 16368 16639 D PicasaSyncManager: background data: true
06-25 09:01:33.050 16596 16596 I MediaUploader: No need to wake up
06-25 09:01:33.097 16368 16639 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
06-25 09:01:33.097 16368 16639 D PicasaSyncManager: background data: true
06-25 09:01:33.418  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:01:33.418  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:33.418  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:01:33.570   280   851 D dalvikvm: GC_EXPLICIT freed 238K, 8% free 11047K/11911K, paused 82ms+4ms
06-25 09:01:33.781   142   198 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=100
06-25 09:01:33.906 17023 17025 D dalvikvm: GC_CONCURRENT freed 577K, 12% free 9525K/10823K, paused 2ms+3ms
06-25 09:01:34.675 17023 17025 D dalvikvm: GC_CONCURRENT freed 382K, 12% free 9545K/10823K, paused 5ms+8ms
06-25 09:01:35.605 17023 17647 D dalvikvm: GC_FOR_ALLOC freed 289K, 12% free 9533K/10823K, paused 14ms
06-25 09:01:35.851 17023 17025 D dalvikvm: GC_CONCURRENT freed 170K, 10% free 9829K/10823K, paused 12ms+1ms
06-25 09:01:38.132  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:01:38.132  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:01:38.132  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:01:38.293   142   171 I ActivityManager: Start proc com.google.android.apps.maps for service com.google.android.apps.maps/com.google.googlenav.prefetch.android.PrefetcherService: pid=17652 uid=10056 gids={3003, 1015}
06-25 09:01:38.515 17652 17653 D dalvikvm: GC_CONCURRENT freed 151K, 3% free 9384K/9607K, paused 2ms+2ms
06-25 09:01:38.617 17652 17652 I ActivityThread: Pub com.google.android.maps.LayerInfoProvider: com.google.googlenav.layer.LayerInfoProvider
06-25 09:01:38.640 17652 17652 I ActivityThread: Pub com.google.android.maps.TrafficAppWidgetProvider: com.google.googlenav.appwidget.traffic.TrafficAppWidgetProvider
06-25 09:01:38.648 17652 17652 I ActivityThread: Pub com.google.android.maps.LocalActivePlacesProvider: com.google.googlenav.provider.LocalActivePlacesProvider
06-25 09:01:38.652 17652 17652 I ActivityThread: Pub com.google.android.maps.StarredItemProvider: com.google.googlenav.provider.StarredItemProvider
06-25 09:01:38.781 17652 17653 D dalvikvm: GC_CONCURRENT freed 210K, 4% free 9672K/9991K, paused 2ms+2ms
06-25 09:01:38.929 17652 17652 I ActivityThread: Pub com.google.android.maps.LocalSuggestionProvider: com.google.googlenav.provider.LocalSuggestionProvider
06-25 09:01:38.933 17652 17652 I ActivityThread: Pub com.google.android.maps.SearchHistoryProvider: com.google.googlenav.provider.SearchHistoryProvider
06-25 09:01:38.933 17652 17652 I ActivityThread: Pub com.google.android.maps.NavigationAvailabilityProvider: com.google.googlenav.provider.NavigationAvailabilityProvider
06-25 09:01:38.933 17652 17652 I ActivityThread: Pub com.google.android.maps.SuggestionProvider: com.google.googlenav.suggest.android.SuggestContentProvider
06-25 09:01:39.046 17652 17653 D dalvikvm: GC_CONCURRENT freed 206K, 4% free 9927K/10247K, paused 2ms+2ms
06-25 09:01:39.109 16251 17628 W System.err: java.lang.InterruptedException
06-25 09:01:39.113 16251 17628 W System.err: 	at java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireInterruptibly(AbstractQueuedSynchronizer.java:1198)
06-25 09:01:39.132 16251 17628 W System.err: 	at java.util.concurrent.locks.ReentrantLock.lockInterruptibly(ReentrantLock.java:311)
06-25 09:01:39.171 16251 17628 W System.err: 	at java.util.concurrent.LinkedBlockingQueue.put(LinkedBlockingQueue.java:309)
06-25 09:01:39.175 16251 17628 W System.err: 	at org.jivesoftware.smack.PacketWriter.sendPacket(PacketWriter.java:156)
06-25 09:01:39.191 16251 17628 W System.err: 	at org.jivesoftware.smack.XMPPConnection.shutdown(XMPPConnection.java:410)
06-25 09:01:39.195 16251 17628 W System.err: 	at org.jivesoftware.smack.XMPPConnection.disconnect(XMPPConnection.java:465)
06-25 09:01:39.214 16251 17628 W System.err: 	at org.jivesoftware.smack.Connection.disconnect(Connection.java:476)
06-25 09:01:39.222 16251 17628 W System.err: 	at com.xabber.android.data.connection.ConnectionThread.authorization(ConnectionThread.java:243)
06-25 09:01:39.242 16251 17628 W System.err: 	at com.xabber.android.data.connection.ConnectionThread.access$5(ConnectionThread.java:207)
06-25 09:01:39.257 16251 17628 W System.err: 	at com.xabber.android.data.connection.ConnectionThread$7.run(ConnectionThread.java:197)
06-25 09:01:39.273 16251 17628 W System.err: 	at com.xabber.android.data.connection.ConnectionThread$13.run(ConnectionThread.java:362)
06-25 09:01:39.285 16251 17628 W System.err: 	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442)
06-25 09:01:39.289 16251 17628 W System.err: 	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:305)
06-25 09:01:39.293 16251 17628 W System.err: 	at java.util.concurrent.FutureTask.run(FutureTask.java:137)
06-25 09:01:39.293 16251 17628 W System.err: 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1076)
06-25 09:01:39.539 17652 17653 D dalvikvm: GC_CONCURRENT freed 214K, 4% free 10220K/10567K, paused 1ms+2ms
06-25 09:01:39.714 16251 17628 W System.err: 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:569)
06-25 09:01:39.793 16251 17628 W System.err: 	at java.lang.Thread.run(Thread.java:856)
06-25 09:01:41.668 16251 16253 D dalvikvm: GC_CONCURRENT freed 475K, 7% free 10736K/11527K, paused 7ms+2ms
06-25 09:01:42.125   334   334 D SAN_SERVICE: *******************************************
06-25 09:01:42.125   334   334 D SAN_SERVICE: DM App Phone Service State - 0
06-25 09:01:42.125   334   334 D SAN_SERVICE: *******************************************
06-25 09:01:42.328   334   334 D SAN_SERVICE: *******************************************
06-25 09:01:42.328   334   334 D SAN_SERVICE: DM App Phone Service State - 0
06-25 09:01:42.328   334   334 D SAN_SERVICE: *******************************************
06-25 09:01:43.101  1795  1808 I PhoneLab-: Service Running
06-25 09:01:43.238  1795  1808 I PhoneLab-LoggerService: app_37    1165  1     2184   1744  c00f181c 400107b4 S logcat
06-25 09:01:43.238  1795  1808 I PhoneLab-LoggerService: Logcat pid from database 1165
06-25 09:01:43.242  1795  1808 I PhoneLab-LoggerService: Logcat process found 1165
06-25 09:01:43.242  1795  1808 I PhoneLab-LoggerService: Checking Threshold
06-25 09:02:01.015  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-25 09:02:01.015  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
06-25 09:02:01.015  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd POWERMODE 0 len = 4096
06-25 09:02:01.058  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd OK len = 0, 2
06-25 09:02:01.168 16455 16457 D dalvikvm: GC_CONCURRENT freed 502K, 6% free 10401K/11015K, paused 2ms+2ms
06-25 09:02:01.183  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 4096
06-25 09:02:01.183  1207  1207 D wpa_supplicant: wpa_driver_wext_driver_cmd SETSUSPENDOPT 0 len = 0, 15
