06-19 14:05:56.963  9586 10390 D PicasaSyncManager: sync complete: SyncResult: stats []
06-19 15:25:00.871  8632  8632 I PhoneLab-Locks: wake lock released
06-19 15:25:02.113  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 15:25:02.187  8632  8632 I PhoneLab-StatusMonitorLocation: Location_Latitude: 43.0021188 Longitude: -78.7870797 Accuracy: 48.0
06-19 15:25:02.187  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 15:25:02.187  8632  8632 I PhoneLab-Locks: wake lock released
06-19 15:25:02.242  8710  8712 D dalvikvm: GC_CONCURRENT freed 428K, 7% free 10514K/11207K, paused 2ms+3ms
06-19 15:25:03.508  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 15:26:15.215  8632  8645 I PhoneLab-: Service Running
06-19 15:26:15.281  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 15:26:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 15:26:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 15:26:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 15:26:23.148   142   159 I ActivityManager: No longer want com.google.android.talk (pid 9630): hidden #16
06-19 15:27:22.906   328   328 D SAN_SERVICE: *******************************************
06-19 15:27:22.906   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:27:22.906   328   328 D SAN_SERVICE: *******************************************
06-19 15:27:23.176   328   328 D SAN_SERVICE: *******************************************
06-19 15:27:23.176   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:27:23.176   328   328 D SAN_SERVICE: *******************************************
06-19 15:28:15.215  8632  8645 I PhoneLab-: Service Running
06-19 15:28:15.285  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 15:28:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 15:28:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 15:28:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 15:28:19.230   328   328 D SAN_SERVICE: *******************************************
06-19 15:28:19.230   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:28:19.230   328   328 D SAN_SERVICE: *******************************************
06-19 15:28:19.512   328   328 D SAN_SERVICE: *******************************************
06-19 15:28:19.512   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:28:19.512   328   328 D SAN_SERVICE: *******************************************
06-19 15:29:16.793  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 15:29:16.820  8632 10883 I PhoneLab-PeriodicCheckService: User info is synched
06-19 15:29:16.824  8632 10883 I PhoneLab-PeriodicCheckService: Logger Service is running
06-19 15:29:16.824  8632 10883 I PhoneLab-Locks: wake lock acquired
06-19 15:29:16.824  8632  8632 I PhoneLab-UploadLogs: Transfering log files now
06-19 15:29:16.828  8632  8632 I PhoneLab-UploadLogs: No log files to transfer
06-19 15:29:16.828  8632  8632 I PhoneLab-Locks: wake lock released
06-19 15:29:16.828  8632  8632 I PhoneLab-UploadLogs: OnStartCommand
06-19 15:29:16.828  8632 10883 I PhoneLab-PeriodicCheckService: Rescheduling periodic checking...
06-19 15:29:16.828  8632 10883 I PhoneLab-Locks: wake lock released
06-19 15:30:15.215  8632  8645 I PhoneLab-: Service Running
06-19 15:30:15.281  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 15:30:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 15:30:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 15:30:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 15:30:36.879 10565 10568 D dalvikvm: GC_CONCURRENT freed 456K, 6% free 10399K/10951K, paused 3ms+6ms
06-19 15:30:57.953   328   328 D SAN_SERVICE: *******************************************
06-19 15:30:57.953   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:30:57.953   328   328 D SAN_SERVICE: *******************************************
06-19 15:30:58.238   328   328 D SAN_SERVICE: *******************************************
06-19 15:30:58.238   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:30:58.238   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:08.199   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:08.199   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:31:08.199   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:08.480   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:08.480   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:31:08.480   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:09.234   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:09.234   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:31:09.234   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:33.801   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:33.801   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:31:33.801   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:34.332   328   328 D SAN_SERVICE: *******************************************
06-19 15:31:34.332   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:31:34.332   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:14.758   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:14.758   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:14.758   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:15.043   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:15.043   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:15.043   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:15.215  8632  8645 I PhoneLab-: Service Running
06-19 15:32:15.281  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 15:32:15.281  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 15:32:15.281  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 15:32:15.281  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 15:32:30.117   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:30.117   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:30.117   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:30.902   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:30.906   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:30.906   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:40.597   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:40.597   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:40.597   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:40.847   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:40.847   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:40.847   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:41.398   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:41.398   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:41.398   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:50.625   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:50.625   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:50.625   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:56.004   328   328 D SAN_SERVICE: *******************************************
06-19 15:32:56.004   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:32:56.004   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:01.074   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:01.074   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:33:01.074   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:11.390   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:11.390   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:33:11.390   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:11.406   328   331 D dalvikvm: GC_CONCURRENT freed 389K, 6% free 9467K/10055K, paused 13ms+2ms
06-19 15:33:11.578   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:11.578   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:33:11.578   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:52.285   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:52.285   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:33:52.285   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:52.508   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:52.508   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:33:52.508   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:53.328   328   328 D SAN_SERVICE: *******************************************
06-19 15:33:53.328   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:33:53.328   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:12.519   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:12.519   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:34:12.519   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:12.777   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:12.781   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:34:12.781   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:15.215  8632  8645 I PhoneLab-: Service Running
06-19 15:34:15.281  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 15:34:15.285  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 15:34:15.285  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 15:34:15.285  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 15:34:27.867   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:27.867   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:34:27.867   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:28.160   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:28.160   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:34:28.160   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:28.668   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:28.668   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 15:34:28.668   328   328 D SAN_SERVICE: *******************************************
06-19 15:34:43.164  8710  9812 I EventLogService: Aggregate from 1340132683053 (log), 1340132683053 (data)
06-19 15:35:00.875  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 15:35:00.898  8632  8632 I PhoneLab-StatusMonitor: Status Monitoring is started
06-19 15:35:00.933  8632  8635 D dalvikvm: GC_CONCURRENT freed 574K, 18% free 9241K/11207K, paused 2ms+2ms
06-19 15:35:00.957  8632  8632 I PhoneLab-StatusMonitor: Value: 10 - unit: min
06-19 15:35:00.957  8632  8632 I PhoneLab-StatusMonitor: Running interval: 600000
06-19 15:35:00.965  8632  8632 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
06-19 15:35:00.965  8632  8632 I PhoneLab-Locks: wake lock released
06-19 15:35:00.980  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Location
06-19 15:35:00.980  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 15:35:00.984  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 15:35:00.984  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 15:35:00.992  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
06-19 15:35:00.992  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 15:35:01.043  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 15:35:01.047  8632  8632 I PhoneLab-StatusMonitorBattery: Battery_level: 82
06-19 15:35:01.058   142   144 D dalvikvm: GC_CONCURRENT freed 1486K, 24% free 15356K/20039K, paused 3ms+7ms
06-19 15:35:01.062  8632  8632 I PhoneLab-Locks: wake lock released
06-19 15:35:01.082  8632  8632 I PhoneLab-StatusMonitorSignal: Signal_Strength: -106 asu: 4
06-19 15:35:01.082  8632  8632 I PhoneLab-Locks: wake lock released
06-19 15:35:02.250  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
