04-23 21:51:16.148 19618 19620 D dalvikvm: GC_CONCURRENT freed 423K, 10% free 9891K/10951K, paused 2ms+2ms
04-23 21:51:16.215 19618 19620 D dalvikvm: GC_CONCURRENT freed 392K, 10% free 9923K/10951K, paused 3ms+2ms
04-23 21:51:16.258 19618 19620 D dalvikvm: GC_CONCURRENT freed 351K, 9% free 10050K/10951K, paused 2ms+4ms
04-23 21:51:16.289 19618  7860 D dalvikvm: GC_FOR_ALLOC freed 472K, 10% free 9958K/10951K, paused 16ms
04-23 21:51:16.340 19618 19620 D dalvikvm: GC_CONCURRENT freed 274K, 8% free 10131K/10951K, paused 2ms+2ms
04-23 21:51:16.582 19618  7860 D dalvikvm: GC_EXPLICIT freed 337K, 10% free 9943K/10951K, paused 2ms+3ms
04-24 01:39:13.945  5820  5823 D dalvikvm: GC_CONCURRENT freed 333K, 12% free 10098K/11463K, paused 8ms+3ms
04-24 01:39:14.848  5820  5823 D dalvikvm: GC_CONCURRENT freed 456K, 13% free 10048K/11463K, paused 2ms+3ms
04-24 01:39:18.109  5820  5823 D dalvikvm: GC_CONCURRENT freed 389K, 12% free 10091K/11463K, paused 15ms+7ms
04-24 01:39:19.199  5820  5823 D dalvikvm: GC_CONCURRENT freed 384K, 12% free 10108K/11463K, paused 2ms+2ms
04-24 01:39:19.340  5820  5823 D dalvikvm: GC_CONCURRENT freed 409K, 12% free 10098K/11463K, paused 2ms+4ms
04-24 01:39:20.098  5820  5823 D dalvikvm: GC_CONCURRENT freed 486K, 13% free 10026K/11463K, paused 14ms+3ms
04-24 01:39:23.226  5820  5823 D dalvikvm: GC_CONCURRENT freed 348K, 13% free 10074K/11463K, paused 6ms+6ms
04-24 01:39:25.809  5820  5823 D dalvikvm: GC_CONCURRENT freed 153K, 10% free 10361K/11463K, paused 2ms+5ms
04-24 01:39:26.047  5820  5823 D dalvikvm: GC_CONCURRENT freed 424K, 10% free 10327K/11463K, paused 2ms+4ms
04-24 01:39:26.332  5820  5823 D dalvikvm: GC_CONCURRENT freed 338K, 10% free 10381K/11463K, paused 2ms+3ms
04-24 01:39:26.633  5820  5823 D dalvikvm: GC_CONCURRENT freed 382K, 10% free 10393K/11463K, paused 1ms+4ms
04-24 01:39:27.113  5820  5823 D dalvikvm: GC_CONCURRENT freed 450K, 10% free 10360K/11463K, paused 2ms+3ms
04-24 01:39:27.254  5820  5823 D dalvikvm: GC_CONCURRENT freed 239K, 9% free 10518K/11463K, paused 2ms+3ms
04-24 01:39:27.394  5820  5823 D dalvikvm: GC_CONCURRENT freed 393K, 9% free 10520K/11463K, paused 2ms+2ms
04-24 01:39:27.543  5820  5823 D dalvikvm: GC_CONCURRENT freed 393K, 9% free 10525K/11463K, paused 2ms+2ms
04-24 01:39:27.719  5820  5823 D dalvikvm: GC_CONCURRENT freed 394K, 9% free 10529K/11463K, paused 2ms+2ms
04-24 01:39:29.250  5820  5823 D dalvikvm: GC_CONCURRENT freed 815K, 12% free 10152K/11463K, paused 2ms+7ms
04-24 01:39:30.035  5820  5823 D dalvikvm: GC_CONCURRENT freed 325K, 11% free 10281K/11463K, paused 2ms+12ms
04-24 01:39:30.715  6263  6338 D dalvikvm: GC_FOR_ALLOC freed 356K, 10% free 9726K/10695K, paused 19ms
04-24 01:39:30.789  6263  6265 D dalvikvm: GC_CONCURRENT freed 154K, 7% free 9963K/10695K, paused 2ms+5ms
04-24 01:39:34.078  5820  5823 D dalvikvm: GC_CONCURRENT freed 575K, 12% free 10093K/11463K, paused 2ms+3ms
04-24 01:39:35.859  5820  5848 D dalvikvm: GC_EXPLICIT freed 210K, 13% free 10019K/11463K, paused 2ms+3ms
04-24 01:39:37.480  6263  6265 D dalvikvm: GC_CONCURRENT freed 623K, 10% free 9729K/10695K, paused 2ms+2ms
04-24 01:39:37.562  6263  6265 D dalvikvm: GC_CONCURRENT freed 162K, 7% free 9972K/10695K, paused 2ms+2ms
04-24 01:39:39.000  5820  5823 D dalvikvm: GC_CONCURRENT freed 359K, 13% free 10045K/11463K, paused 14ms+2ms
04-24 01:39:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:39:44.070  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 01:39:44.070  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:39:44.070  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:39:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:40:11.816   270  9013 D dalvikvm: GC_EXPLICIT freed 523K, 8% free 11058K/11911K, paused 2ms+3ms
04-24 01:41:23.254   291   291 I wpa_supplicant: wlan0: WPA: Group rekeying completed with d0:c2:82:66:6b:f1 [GTK=TKIP]
04-24 01:41:44.008  4972  4985 I PhoneLab-: Service Running
04-24 01:41:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1008  c00f1758 400c6794 S logcat
04-24 01:41:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:41:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:41:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:41:49.984  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:41:50.008  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 01:41:50.059  4972  4975 D dalvikvm: GC_CONCURRENT freed 453K, 15% free 9246K/10823K, paused 2ms+4ms
04-24 01:41:50.082  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 01:41:50.082  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 01:41:50.086  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 01:41:50.090  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:41:50.090  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 01:41:50.090  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:41:50.094  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:41:50.094  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 01:41:50.094  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:41:50.101  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 96
04-24 01:41:50.101  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:41:50.101  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 01:41:50.101  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:42:48.234   145 30951 D dalvikvm: GC_EXPLICIT freed 1243K, 20% free 15930K/19783K, paused 22ms+6ms
04-24 01:43:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:43:44.109  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:43:44.109  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:43:44.109  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:43:44.109  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:45:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:45:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:45:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:45:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:45:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:46:50.109  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:46:50.117  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 01:46:50.191  4972  4975 D dalvikvm: GC_CONCURRENT freed 498K, 15% free 9258K/10823K, paused 2ms+9ms
04-24 01:46:50.211  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 01:46:50.211  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 01:46:50.215  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 01:46:50.215  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:46:50.223  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 01:46:50.223  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:46:50.223  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:46:50.226  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 01:46:50.226  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:46:50.230  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 01:46:50.230  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:46:50.234  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 01:46:50.234  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:47:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:47:44.070  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:47:44.070  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:47:44.070  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:47:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:49:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:49:44.086  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:49:44.086  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:49:44.086  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:49:44.086  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:49:44.086  4972  4975 D dalvikvm: GC_CONCURRENT freed 450K, 15% free 9205K/10823K, paused 1ms+2ms
04-24 01:51:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:51:44.070  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:51:44.070  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:51:44.070  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:51:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:51:50.238  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:51:50.266  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 01:51:50.320  4972  4975 D dalvikvm: GC_CONCURRENT freed 403K, 15% free 9304K/10823K, paused 1ms+4ms
04-24 01:51:50.328  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 01:51:50.328  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 01:51:50.336  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 01:51:50.344  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:51:50.344  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 01:51:50.344  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:51:50.344  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:51:50.348  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 01:51:50.348  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:51:50.355  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 01:51:50.355  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:51:50.359  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 01:51:50.359  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:51:53.699  8478  8500 I ProtocolHandler: [chromesync#1604387069] Batching initialize message for client: AcquireToken, com.google.protos.ipc.invalidation.ClientProtocol$InitializeMessage@4139d848
04-24 01:51:55.461  8478  8480 D dalvikvm: GC_CONCURRENT freed 436K, 6% free 9540K/10055K, paused 2ms+5ms
04-24 01:53:44.008  4972  4985 I PhoneLab-: Service Running
04-24 01:53:44.090  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:53:44.090  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:53:44.090  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:53:44.090  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:55:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:55:44.062  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:55:44.062  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:55:44.062  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:55:44.062  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:56:50.383  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:56:50.383  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 01:56:50.461  4972  4975 D dalvikvm: GC_CONCURRENT freed 534K, 15% free 9279K/10823K, paused 2ms+5ms
04-24 01:56:50.480  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 01:56:50.480  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 01:56:50.488  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 01:56:50.492  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:56:50.492  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 01:56:50.492  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:56:50.496  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:56:50.500  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 01:56:50.500  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:56:50.504  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 01:56:50.504  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:56:50.508  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 01:56:50.508  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:56:59.590   145   161 V BackupManagerService: Running a backup pass
04-24 01:56:59.613   145   214 V BackupManagerService: Backup requested but nothing pending
04-24 01:57:06.980  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 01:57:07.012  4972  9078 I PhoneLab-PeriodicCheckService: User info is synched
04-24 01:57:07.016  4972  9078 I PhoneLab-PeriodicCheckService: Logger Service is running
04-24 01:57:07.016  4972  9078 I PhoneLab-Locks: wake lock acquired
04-24 01:57:07.019  4972  4972 I PhoneLab-UploadLogs: Transfering log files now
04-24 01:57:07.019  4972  4972 I PhoneLab-UploadLogs: No log files to transfer
04-24 01:57:07.019  4972  4972 I PhoneLab-Locks: wake lock released
04-24 01:57:07.019  4972  4972 I PhoneLab-UploadLogs: OnStartCommand
04-24 01:57:07.019  4972  9078 I PhoneLab-PeriodicCheckService: Rescheduling periodic checking...
04-24 01:57:07.023  4972  9078 I PhoneLab-Locks: wake lock released
04-24 01:57:28.016   145   201 D ConnectivityService: ConnectivityChange for WIMAX: DISCONNECTED/SCANNING
04-24 01:57:28.016   145   201 D ConnectivityService: Attempting to switch to mobile
04-24 01:57:28.016   145   201 D ConnectivityService: Attempting to switch to WIFI
04-24 01:57:28.016   145   201 D ConnectivityService: Attempting to switch to BLUETOOTH_TETHER
04-24 01:57:31.031   145   205 D Tethering: MasterInitialState.processMessage what=3
04-24 01:57:31.082   145   205 D Tethering: MasterInitialState.processMessage what=3
04-24 01:57:31.117  7004  7004 I MediaUploader: No need to wake up
04-24 01:57:31.191  7004  7004 I MediaUploader: No need to wake up
04-24 01:57:31.258  5820  5852 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
04-24 01:57:31.269  5820  5852 D PicasaSyncManager: background data: true
04-24 01:57:31.297   145   147 D dalvikvm: GC_CONCURRENT freed 1600K, 20% free 15972K/19783K, paused 3ms+8ms
04-24 01:57:31.301  5820  5852 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
04-24 01:57:31.301  5820  5852 D PicasaSyncManager: background data: true
04-24 01:57:31.352 19678 19680 D dalvikvm: GC_CONCURRENT freed 423K, 8% free 9402K/10119K, paused 2ms+3ms
04-24 01:57:31.590   145   201 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=100
04-24 01:57:34.348   145   201 D ConnectivityService: ConnectivityChange for mobile: CONNECTED/CONNECTED
04-24 01:57:34.371   145   201 D NetUtils: android_net_utils_resetConnections in env=0xfbf428 clazz=0x4a000001 iface=rmnet0 mask=0x3
04-24 01:57:34.371   145   201 D ConnectivityService: ConnectivityChange for mobile: DISCONNECTED/DISCONNECTED
04-24 01:57:34.371   145   201 D ConnectivityService: Attempting to switch to WIFI
04-24 01:57:34.371   145   201 D ConnectivityService: Attempting to switch to WIMAX
04-24 01:57:34.371   145   201 D ConnectivityService: Attempting to switch to BLUETOOTH_TETHER
04-24 01:57:34.371   145   201 D ConnectivityService: resetConnections(rmnet0, 3)
04-24 01:57:37.394   145   205 D Tethering: MasterInitialState.processMessage what=3
04-24 01:57:37.437   145   205 D Tethering: MasterInitialState.processMessage what=3
04-24 01:57:37.469  7004  7004 I MediaUploader: No need to wake up
04-24 01:57:37.527  7004  7004 I MediaUploader: No need to wake up
04-24 01:57:37.547  5820  5852 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
04-24 01:57:37.547  5820  5852 D PicasaSyncManager: background data: true
04-24 01:57:37.559  5820  5852 D PicasaSyncManager: active network: NetworkInfo: type: WIFI[], state: CONNECTED/CONNECTED, reason: (unspecified), extra: (none), roaming: false, failover: false, isAvailable: true
04-24 01:57:37.559  5820  5852 D PicasaSyncManager: background data: true
04-24 01:57:37.930   145   201 D ConnectivityService: handleInetConditionHoldEnd: net=1, condition=100, published condition=100
04-24 01:57:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:57:44.059  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:57:44.059  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:57:44.059  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:57:44.059  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 01:59:44.012  4972  4985 I PhoneLab-: Service Running
04-24 01:59:44.078  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 01:59:44.078  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 01:59:44.078  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 01:59:44.078  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 02:01:24.141   270  1041 I EventLogService: Aggregate from 1335245484050 (log), 1335245484050 (data)
04-24 02:01:44.012  4972  4985 I PhoneLab-: Service Running
04-24 02:01:44.078  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 02:01:44.078  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 02:01:44.078  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 02:01:44.078  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 02:01:44.098  4972  4975 D dalvikvm: GC_CONCURRENT freed 474K, 16% free 9191K/10823K, paused 1ms+2ms
04-24 02:01:50.508  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 02:01:50.527  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 02:01:50.570  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 02:01:50.578  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 02:01:50.586  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 02:01:50.586  4972  4972 I PhoneLab-Locks: wake lock released
04-24 02:01:50.590  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 02:01:50.590  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 02:01:50.590  4972  4975 D dalvikvm: GC_CONCURRENT freed 445K, 15% free 9265K/10823K, paused 2ms+2ms
04-24 02:01:50.594  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 02:01:50.598  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 02:01:50.598  4972  4972 I PhoneLab-Locks: wake lock acquired
